SL NO,From Date,PM2.5,PM10,NO,NO2,Nox,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,WS,WD,SR,BP,AT,RF
17540,18-03-2021 02:00,118.19,233.25,59.29,60,73.41,None,25.36,2.21,19.1,0.01,None,0.06,None,None,None,None,None,0
17541,18-03-2021 03:00,123.11,226.75,69.42,50.34,76.32,0.08,25.61,1.97,19.01,0.03,0.02,0.22,None,None,None,None,None,0
17542,18-03-2021 04:00,121.92,229.53,52.31,51.16,64,None,25.68,1.76,19.07,0.03,0.01,0.23,None,None,None,None,None,0
17543,18-03-2021 05:00,121.52,214.11,68.38,55.93,78.3,None,25.42,1.6,18.86,0.02,None,0.23,None,None,None,None,None,0
17544,18-03-2021 06:00,136.72,239.83,48.88,51.84,61.29,0.02,25.3,1.48,18.9,0.02,None,0.21,None,None,None,None,None,0
17545,18-03-2021 07:00,156.53,295.62,40.62,28.91,44.4,0.12,25.33,1.44,18.78,0.01,None,0.18,None,None,None,None,None,0
17546,18-03-2021 08:00,178.19,293.36,29.4,27.18,35.17,0.15,25.98,1.42,18.84,0.02,None,0.17,None,None,None,None,None,0
17547,18-03-2021 09:00,157.69,283.47,12.81,27.31,22.77,0.33,25.9,1.36,18.45,0.03,0.01,0.16,None,None,None,None,None,0
17548,18-03-2021 10:00,147.72,253.97,3.66,22.75,13.52,0.25,24.63,1.21,19.48,0.01,0.01,0.03,0.79,73.29,502.14,860.93,25.7,0
17549,18-03-2021 11:00,120.1,223,0.05,13.33,5.88,None,24.52,1.1,26.75,0.03,None,0.1,2.53,169.96,597.44,964.09,29.02,0.29
17550,18-03-2021 12:00,106.71,206.67,2.49,17.02,8.24,None,24.28,0.94,26.53,0.02,None,0.07,1.59,163.58,596.99,890.61,31.33,0
17551,18-03-2021 13:00,87.11,189,None,8.93,3.73,None,24.6,0.87,25,0.01,None,0.05,1.47,134.78,526.35,None,32.04,0
17552,18-03-2021 14:00,81.78,180.78,0.17,8.22,3.86,None,24.31,0.82,24.43,0.01,None,0.05,1.13,135.7,341.64,999.87,32.33,0
17553,18-03-2021 15:00,73.33,169.17,None,9.96,4.22,None,24.46,0.74,22.61,0.01,None,0.04,0.86,218.53,182.56,999.47,32.52,0
17554,18-03-2021 16:00,69.2,185.33,0.3,19.78,8.9,None,24.15,0.73,22.11,0.01,None,0.05,1.59,209.83,60.73,971.53,30.73,0.32
17555,18-03-2021 17:00,88.66,227.8,0.04,35.07,16.63,None,23.93,0.8,21.77,0.01,None,0.05,0.63,291,4.71,999.58,29.59,0
17556,18-03-2021 18:00,139.41,319.44,20.46,78.16,53.22,None,24.43,0.99,20.89,0.01,None,0.02,0.29,192.54,None,999.98,27.73,0
17557,18-03-2021 19:00,219.72,497.39,75.36,102.77,106.31,None,24.14,1.35,19.98,0.02,None,0.1,0.68,85.92,None,None,26.61,0
17558,18-03-2021 20:00,232.56,710.03,78.4,90.28,102.48,None,24.67,1.68,19.39,0.01,None,0.15,0.57,85.16,1.28,890.97,24.86,0
17559,18-03-2021 21:00,212.44,559.03,111.26,94.71,129.12,None,25.44,2.01,19.39,0.01,None,0.18,0.65,84,None,None,24.9,0
17560,18-03-2021 22:00,218.33,535.53,92.83,80.03,108.21,None,26.05,2.33,19.4,0.01,None,0.21,0.58,89.53,None,None,24.13,0
17561,18-03-2021 23:00,209,469.93,104.02,66.22,109.9,None,26.28,2.55,19.36,0.01,None,0.23,0.59,132.88,8.22,891.2,22.68,0.43
17562,19-03-2021 00:00,180,413.89,102.96,60.16,106.06,None,26.61,2.63,19.26,0.02,None,0.23,0.67,78.02,None,None,22.99,0
17563,19-03-2021 01:00,160.45,398.2,87.18,52.24,90.48,None,26.64,2.53,19.39,0.03,None,0.23,0.62,85.33,None,None,22.47,0
17564,19-03-2021 02:00,154.44,362.83,78.6,49.34,82.66,None,25.93,2.38,19.49,0.01,None,0.11,0.52,106.97,None,None,21.93,0
17565,19-03-2021 03:00,137.61,341.8,85.8,57.39,91.97,None,25.97,2.21,19.49,0.03,None,0.19,0.65,95.34,None,None,21.48,0
17566,19-03-2021 04:00,138.2,367.4,83.06,39.83,81.38,None,26.7,2.02,19.36,0.03,0.01,0.21,0.65,141.37,None,None,20.98,0
17567,19-03-2021 05:00,124.61,336.8,74.79,34.49,72.58,0.29,26.54,1.85,19.4,0.01,None,0.21,0.72,116.66,3.81,None,20.92,0
17568,19-03-2021 06:00,137.28,293.87,69.84,43.93,73.42,0.09,26.05,1.73,19,0.01,None,0.24,0.89,87.21,59.14,None,21.5,0
17569,19-03-2021 07:00,149.33,347.59,60.46,30.84,60.1,0.04,26.11,1.66,18.88,0.01,None,0.23,0.41,158.86,175.41,None,24.32,0
17570,19-03-2021 08:00,168.58,354.86,47.05,20.68,45.16,0.78,26.34,1.61,18.86,0.01,None,0.22,0.61,192.63,319.35,None,26.73,0
17571,19-03-2021 09:00,176.56,347.06,18.02,29.55,27.63,0.48,26.35,1.54,18.44,0.03,0.03,0.2,1.58,178.88,421.18,892.82,27.83,0.32
17572,19-03-2021 10:00,157.5,373.19,11.97,22.91,20.01,0.08,25.46,1.41,18.69,0.02,0.03,0.12,0.88,240.41,540.97,None,30.05,0
17573,19-03-2021 11:00,133,331.89,0.98,16.36,8.39,0.06,24.27,1.25,20.53,0.02,0.03,0.1,1.51,200.65,587.83,None,30.72,0
17574,19-03-2021 12:00,104.94,305.28,0.02,12.66,5.58,None,23.85,1.04,23.69,0.03,0.02,0.13,1.4,234.16,572.24,None,31.56,0
17575,19-03-2021 13:00,96.03,299,None,9.87,4.13,None,24.2,0.91,24.68,0.02,None,0.1,1.87,268.14,457.1,999.66,31.58,0
17576,19-03-2021 14:00,98.34,311.8,None,8.96,3.51,None,24.14,0.84,25.54,0.02,None,0.09,1.18,220.58,348.92,998.69,32.21,0
17577,19-03-2021 15:00,91.36,290.03,None,9.35,3.6,None,23.93,0.81,25.14,0.01,None,0.07,2.05,146.22,185.56,970.56,32.32,0
17578,19-03-2021 16:00,92.67,288.81,0.09,10.47,4.55,None,24.09,0.81,24.65,0.01,None,0.06,1.19,270.53,58.66,970.63,31.27,0.89
17579,19-03-2021 17:00,93.53,302.64,0.05,21.64,9.99,None,24.02,0.84,23.68,0.01,None,0.06,0.95,293.74,3.67,998.86,29.21,0
17580,19-03-2021 18:00,119.9,366.8,8.27,79.71,44.78,None,23.86,1.01,21.13,0.01,None,0.06,0.35,163.77,None,999.7,27.75,0
17581,19-03-2021 19:00,195.44,507.83,44.89,93.67,79.13,None,23.91,1.37,20.65,0.01,None,0.06,0.41,105.96,None,None,26.45,0
17582,19-03-2021 20:00,232.22,618.28,64.16,94.06,93.71,None,24.55,1.8,19.84,0.02,None,0.16,0.84,98.36,8.22,890.14,24.86,0.32
17583,19-03-2021 21:00,219.92,596.89,72.05,88.94,97.04,None,24.83,2.16,19.46,0.01,None,0.21,1.16,92.18,8.22,890.22,24.2,0.32
17584,19-03-2021 22:00,194.5,497.8,50.94,55.63,65.08,None,25.2,2.41,19.34,0,None,0.23,0.3,158.46,None,None,23.85,0
17585,19-03-2021 23:00,179,421,47.85,54.25,62.14,None,25.17,2.56,19.31,0.01,None,0.22,0.67,113,7.4,900.77,22.7,0.38
17586,20-03-2021 00:00,186.38,501.62,72.48,45.62,76.29,None,25.3,2.63,19.02,0,None,0.22,1.17,109.36,8.22,None,22.25,0.32
17587,20-03-2021 01:00,177.68,564.8,75.3,51.48,81.29,None,25.3,2.58,19.11,0.03,None,0.22,0.52,101.44,None,999.75,22.32,0
17588,20-03-2021 02:00,175.78,484.36,106.4,64.42,110.84,None,25.29,2.45,19.23,0.04,0.01,0.22,0.68,94.34,None,999.2,22.15,0
17589,20-03-2021 03:00,159.88,425.8,100.55,60.45,104.51,None,25.41,2.29,19.19,0.01,None,0.06,0.58,100.13,None,999.13,21.8,0
17590,20-03-2021 04:00,154.83,353.69,89.5,48.88,90.7,None,25.47,2.1,19.11,0.04,0.01,0.22,0.59,101.31,None,999.45,21.7,0
17591,20-03-2021 05:00,157.58,351.28,83.95,29,76.75,None,25.88,1.96,19.05,0.01,None,0.21,0.48,89.6,13.11,999.9,21.5,0
17592,20-03-2021 06:00,183.09,401.8,86.75,45.67,86.93,None,25.66,1.85,19.07,0.01,None,0.21,0.67,79.23,55.14,882.59,20.93,0.32
17593,20-03-2021 07:00,189,406.66,51.76,34.42,55.32,2,26.23,1.79,19.21,0.01,None,0.2,0.43,103,172.35,None,24.91,0
17594,20-03-2021 08:00,188.42,449.42,23.37,37.36,35.73,1.82,26.56,1.72,19.32,0.02,None,0.21,0.69,141.26,301.57,None,27.4,0
17595,20-03-2021 09:00,181.56,377.73,14.86,24.52,22.78,1.58,25.75,1.65,18.61,0.04,0.02,0.21,1.09,194.23,412,890.38,28.18,0.32
17596,20-03-2021 10:00,157.83,365.61,21.96,24.96,28.51,0.02,24.56,1.48,19.68,0.03,0.02,0.17,2.34,248.21,515.29,800.97,28.09,0.57
17597,20-03-2021 11:00,117.88,317.82,4.02,23.9,14.62,0.01,24.17,1.27,20.04,0.01,None,0.04,1.82,274.82,562.77,999.76,30.64,0
17598,20-03-2021 12:00,103.11,291.56,0.03,15.43,7.07,None,24.18,1.12,24.5,0.02,0.02,0.12,2,286.73,527.28,998.69,31.2,0
17599,20-03-2021 13:00,116.95,346.4,0.01,10.56,4.56,None,24,1.01,24.29,0.02,None,0.1,1.39,288.77,431.88,997.46,31.95,0
17600,20-03-2021 14:00,98.26,309.2,0.03,8.34,3.55,None,24.04,0.93,24.27,0.02,None,0.08,1.75,295.82,279.69,996.82,31.7,0
17601,20-03-2021 15:00,84.67,277.17,None,8.8,3.74,None,24.09,0.86,23.35,0.01,None,0.08,1.73,285.03,192.49,996.55,31.41,0
17602,20-03-2021 16:00,90.42,292.17,0.03,10.25,4.41,None,23.96,0.84,22.64,0.01,None,0.06,1.26,296.3,77.84,996.4,30.8,0
17603,20-03-2021 17:00,87.5,314.33,0.03,15.57,7.2,None,23.82,0.86,21.45,0.01,None,0.06,1,281.31,10.5,996.84,29.59,0
17604,20-03-2021 18:00,102.5,366.6,4.33,67,33.69,None,23.89,1.02,19.7,0.02,None,0.08,0.39,283.93,None,997.59,28.44,0
17605,20-03-2021 19:00,163.78,408.34,54.35,96.37,87.64,None,24,1.3,19.42,0.01,None,0.03,0.4,123.9,1.28,970.59,28.29,0
17606,20-03-2021 20:00,193.62,487.09,72.2,89.28,97.31,None,24.34,1.69,19.3,0.03,None,0.14,0.51,110.85,None,998.99,26.47,0
17607,20-03-2021 21:00,205.22,543.28,75.75,89.62,100.13,None,24.64,2.08,19.14,0.02,None,0.19,0.65,99.71,None,999.43,25.73,0
17608,20-03-2021 22:00,201.68,528.2,45.88,76.73,71.58,None,25.04,2.4,19.35,0.01,None,0.21,0.57,89.67,None,999.34,25.04,0
17609,20-03-2021 23:00,182,505,45.32,73.05,69.39,None,25.23,2.65,19.33,0.01,None,0.22,0.82,88.13,None,999.19,24.39,0
17610,21-03-2021 00:00,180.78,477.11,67.47,54.01,76.69,None,25.42,2.71,19.26,0,None,0.23,0.44,116.83,None,998.81,23.66,0
17611,21-03-2021 01:00,162.81,436.4,88.86,66.75,98.8,None,25.57,2.62,19.31,0.03,None,0.22,0.56,88.28,None,998.49,23.24,0
17612,21-03-2021 02:00,173.71,441.4,51.67,47.96,61.89,None,25.54,2.44,19.17,0.03,None,0.21,0.45,79.38,None,998.27,22.51,0
17613,21-03-2021 03:00,177.97,374.31,56.54,51.68,67.39,None,25.39,2.29,19.4,0.02,None,0.11,0.55,97.46,None,998.13,22.06,0
17614,21-03-2021 04:00,163.67,341.94,60.34,36.41,62.76,None,25.36,2.14,19.15,0.02,None,0.16,0.74,79.06,1.15,973.66,21.06,0
17615,21-03-2021 05:00,163.07,333.6,76.33,40.92,76.84,None,25.51,2,19.07,0.01,None,0.2,0.74,90.85,6.96,999.17,21.38,0
17616,21-03-2021 06:00,148.17,342.67,55.08,25.95,53.66,0.02,25.63,1.9,19.1,0.01,None,0.18,0.47,111.06,72.69,888.65,21.34,0.64
17617,21-03-2021 07:00,142.44,334.4,9.42,42.95,27.97,1.16,25.33,1.81,18.95,0.01,None,0.18,0.7,122.25,205.35,889.53,25.38,0.32
17618,21-03-2021 08:00,144.47,310.67,40.87,19.86,40.19,0.01,25.34,1.68,18.64,0.01,None,0.17,1.48,271.31,379.22,None,27.28,0
17619,21-03-2021 09:00,119,255.78,18.55,24.38,25.65,None,24.77,1.43,18.7,0.03,0.01,0.16,1.95,264.12,489.51,None,28.64,0
17620,21-03-2021 10:00,91.8,218.03,2.01,21.69,11.44,None,24.34,1.16,21.9,0.03,0.01,0.11,2.89,256.01,536.17,957.77,28.71,0.32
17621,21-03-2021 11:00,97.69,241.82,0.02,11.14,5.11,None,24.23,0.93,25.83,0.01,None,0.06,3.62,246.05,478.27,None,30.48,0
17622,21-03-2021 12:00,67.86,228.37,None,8.12,3.38,None,23.93,0.78,26.07,0.01,None,0.03,2.66,247.6,368.08,999.46,31.12,0
17623,21-03-2021 13:00,63.5,247.2,None,8.43,3.32,None,24.05,0.7,25.66,0.01,None,0.04,2.47,282.12,421.73,998.56,32.2,0
17624,21-03-2021 14:00,71,290.56,0.01,8.1,3.31,None,24.16,0.69,25.74,0.01,None,0.04,3.03,280.56,351.33,998,32.67,0
17625,21-03-2021 15:00,64.11,260.47,None,8.21,3.27,None,24.18,0.66,25.36,0.01,None,0.04,2.19,280.71,186.54,997.57,32.62,0
17626,21-03-2021 16:00,64.23,301.8,None,12.53,5.31,None,24.17,0.64,23.47,0.01,None,0.03,1.33,264.69,55.29,997.62,32.05,0
17627,21-03-2021 17:00,65.59,333.8,0.02,18.34,8.4,None,23.97,0.67,20.75,0,None,0.03,1.02,263.96,4.89,998.19,31.02,0
17628,21-03-2021 18:00,76.61,490.39,1.31,31.19,15.12,None,23.8,0.74,19.95,0.01,None,0.05,0.81,264.81,None,999.2,29.63,0
17629,21-03-2021 19:00,121.53,655.6,21.26,64.44,47.21,None,23.87,0.96,18.98,0.01,None,0.05,0.68,164.63,1.28,944.59,28.27,0
17630,21-03-2021 20:00,155,630,125.01,87.01,135.68,None,24.31,1.46,19.29,0.01,None,0.06,0.79,103.25,None,None,26.1,0
17631,21-03-2021 21:00,212.72,573.22,76.57,80.33,96.22,None,24.91,1.96,19.11,0.01,None,0.16,0.84,105.53,None,None,25.33,0
17632,21-03-2021 22:00,185.3,703.2,114.03,84.42,126.23,None,25.39,2.32,19.21,0,None,0.19,0.65,85.56,None,None,24.17,0
17633,21-03-2021 23:00,165.63,568,94.6,51.73,95.8,None,25.72,2.59,19.27,0,None,0.26,0.58,82.37,None,None,23.15,0
17634,22-03-2021 00:00,176.11,595.86,97.68,55.98,100.08,3.43,26.25,2.76,19.29,0,None,0.29,0.93,91.61,None,None,22.98,0
17635,22-03-2021 01:00,167.23,673,3.46,11.43,7.79,4.34,26.11,2.51,18.93,0.02,None,0.31,1.46,91.34,None,None,22.59,0
17636,22-03-2021 02:00,107.2,None,5.79,9.21,8.51,2.61,25.56,2.1,18.97,0.03,None,0.29,0.87,94.57,None,None,21.89,0
17637,22-03-2021 03:00,115.89,None,13.87,13.73,16.99,0.52,25.28,1.76,18.89,0.03,0.01,0.27,0.58,78.1,None,None,21.51,0
17638,22-03-2021 04:00,100.78,532,9.89,14.1,14.21,0.08,24.74,1.47,18.99,0.01,None,0.07,0.58,92.76,None,None,21.03,0
17639,22-03-2021 05:00,93.11,682.64,16.82,14.05,19.36,None,24.84,1.28,18.86,0.01,None,0.18,0.33,132.3,6.94,None,20.39,0
17640,22-03-2021 06:00,103.83,598.8,4.64,14.04,10.12,None,24.77,1.13,18.9,0,None,0.16,0.91,91.55,70.78,None,21.44,0
17641,22-03-2021 07:00,54.47,280.4,1.46,13.5,7.42,None,24.66,1.01,19.18,0,None,0.15,1.34,65.9,213.41,None,22.82,0
17642,22-03-2021 08:00,55.86,253.78,0.41,9.81,4.54,None,24.65,0.9,19.65,0.01,None,0.12,1.32,87.24,376.2,None,24.34,0
17643,22-03-2021 09:00,54.67,242.4,0.04,8.51,3.85,None,24.45,0.81,21.29,0.01,None,0.11,1.52,109.2,520.52,None,26.35,0
17644,22-03-2021 10:00,65.72,260.6,0.61,11.31,5.17,None,23.78,0.76,22.66,0.01,None,0.1,1.53,128.51,604.7,None,28.4,0
17645,22-03-2021 11:00,85.56,275.31,None,9.27,3.96,None,23.71,0.79,26.15,0.02,None,0.08,2.03,139.84,630.71,892.51,30.34,0
17646,22-03-2021 12:00,94.6,255,0.04,8.78,3.74,None,23.7,0.8,27.88,0,None,0.01,1.79,190.28,651.43,None,31.24,0
17647,22-03-2021 13:00,77.97,233,0.02,7.94,3.44,None,23.75,0.78,26.71,0.01,None,0.05,1.43,182.66,567.91,None,32.69,0
17648,22-03-2021 14:00,74.56,213.64,0.01,8.55,3.7,None,24.06,0.75,25.18,0.01,None,0.05,1.33,185.66,405.31,None,33.07,0
17649,22-03-2021 15:00,65.56,222.78,0.11,11.51,5.16,None,24.26,0.72,23.95,0.01,None,0.05,1.17,163.93,246.29,None,33.35,0
17650,22-03-2021 16:00,62.22,193.14,0.14,15.18,6.93,None,24.27,0.7,23.34,0.01,None,0.06,0.73,215.93,85.2,None,32.31,0
17651,22-03-2021 17:00,61.2,206.2,0.05,36.17,17.12,None,24.08,0.77,21.55,0.01,None,0.06,0.57,203.27,8.06,None,30.31,0
17652,22-03-2021 18:00,107.69,310.6,15.24,78.06,49.41,None,23.98,1.01,20.55,0.01,None,0.08,0.53,109.38,None,None,28.23,0
17653,22-03-2021 19:00,196.31,486.94,79.61,104.47,110.34,None,24.31,1.36,20.23,0.01,None,0.12,0.45,67.05,8.22,897.13,25.77,0.32
17654,22-03-2021 20:00,199.69,471.42,61.07,87.33,88.06,None,24.57,1.73,19.96,0.01,None,0.04,0.4,128.26,None,None,26.1,0
17655,22-03-2021 21:00,180.06,429.11,71.08,79.46,91.86,None,25.18,2.08,19.8,0.01,None,0.18,0.47,112.57,None,None,25.32,0
17656,22-03-2021 22:00,173.56,403.5,71.72,72.82,88.89,None,25.38,2.48,19.82,0,None,0.21,0.58,115.85,None,None,24.7,0
17657,22-03-2021 23:00,184,397,54.9,67.15,73.66,None,25.56,2.76,19.7,0,None,0.24,1.03,102.48,None,None,24.2,0
17658,23-03-2021 00:00,150.22,420.81,20.65,39.33,34.54,0.52,25.95,2.77,19.43,0,None,0.23,0.66,117.28,None,None,23.69,0
17659,23-03-2021 01:00,123.55,360.78,12.73,26.07,22.24,0.47,25.76,2.56,19.22,0.01,None,0.22,0.55,84.15,None,None,22.95,0
17660,23-03-2021 02:00,110.06,239.53,69.03,43.53,72.68,None,25.55,2.27,19.29,0.02,None,0.2,1.02,84.25,None,None,22.23,0
17661,23-03-2021 03:00,138.68,356.4,61.16,35.4,62.84,None,25.44,2.04,18.93,0.03,None,0.21,0.82,79.65,None,None,21.66,0
17662,23-03-2021 04:00,144.11,338.72,54.44,19.95,50.35,None,25.51,1.88,18.79,0.01,None,0.1,0.44,105,None,None,21.11,0
17663,23-03-2021 05:00,154.01,360.22,72.38,27.16,67.28,None,25.86,1.79,18.91,0.01,0.02,0.16,0.65,104.36,8.2,None,20.8,0
17664,23-03-2021 06:00,194.64,374.56,73,25.59,66.97,None,25.89,1.78,18.86,0,None,0.19,0.69,97.02,69.64,None,22.09,0
17665,23-03-2021 07:00,218,417.57,65.29,16.3,56.68,None,25.8,1.83,18.77,0,None,0.18,0.34,197.81,188.61,None,25.16,0
17666,23-03-2021 08:00,234.5,411,42.21,26.5,44.28,0.22,25.84,1.88,18.57,0.01,0.01,0.18,0.52,196.9,326.38,None,28.59,0
17667,23-03-2021 09:00,206.5,350.97,17.85,19.39,22.57,0.93,25.36,1.81,18.7,0.02,None,0.16,1.33,188.22,458.7,None,29.29,0
17668,23-03-2021 10:00,109.56,224.56,8.05,19.18,15.19,0.33,24.52,1.54,18.71,0.03,0.02,0.15,2.33,227.45,533.26,894.53,28.83,0.32
17669,23-03-2021 11:00,75.78,156.67,1.54,15.62,8.52,None,24.06,1.25,20.29,0.02,None,0.11,1.3,259.59,582.39,None,30.86,0
17670,23-03-2021 12:00,63.55,157.78,None,9.72,4.21,None,23.75,1.04,22.52,0.01,None,0.06,1.21,205.83,562.25,None,32.24,0
17671,23-03-2021 13:00,63.5,163.19,0.01,9.23,4.05,None,23.95,0.91,22.37,0.01,None,0.05,2.41,195.94,471.39,877.06,31.97,0.36
17672,23-03-2021 14:00,60.47,166.92,0.01,8.54,3.82,None,24.16,0.83,22.37,0,None,0.07,1.19,205.67,377.61,None,33.52,0
17673,23-03-2021 15:00,62.55,172,0.06,9.69,4.15,None,24.05,0.77,23.27,0,None,0.06,1.2,255.39,233.25,None,33.49,0
17674,23-03-2021 16:00,57.8,164.97,None,11.91,5.24,None,24.28,0.73,22.93,0.01,None,0.05,0.93,267.27,71.5,None,32.17,0
17675,23-03-2021 17:00,64.53,182.22,5.26,37.45,18.36,None,24.41,0.77,20.75,0,None,0.06,1.05,236.53,6.49,901,30.39,0.25
17676,23-03-2021 18:00,99.67,295,39.72,89.72,73.31,None,24.28,0.95,19.87,0.01,None,0.09,0.49,113.6,None,None,28.14,0
17677,23-03-2021 19:00,182.89,459.27,72.89,105,105.59,None,24.52,1.24,19.76,0.01,None,0.13,1.47,89.25,16.44,780.18,25.36,0.64
17678,23-03-2021 20:00,178.89,431.86,85.01,87.06,105.82,None,24.8,1.61,19.28,0.01,None,0.14,0.59,86.78,None,None,25.75,0
17679,23-03-2021 21:00,199.5,442.5,89,82.1,106.48,None,25.26,2.07,19.38,0,None,0.1,0.68,86.92,None,None,25.06,0
17680,23-03-2021 22:00,182.11,399.5,97.29,70.47,106.91,None,25.47,2.46,19.22,0.01,None,0.24,0.68,97.7,None,None,24.25,0
17681,23-03-2021 23:00,165,367,71.6,59.95,82.63,None,25.91,2.69,18.99,0.01,None,0.25,0.93,117.78,16.44,780.33,21.81,0.85
17682,24-03-2021 00:00,172.08,511.89,60.81,60.48,74.83,None,25.83,2.71,19,0,None,0.27,1.09,137.72,8.22,891.5,22.41,0.32
17683,24-03-2021 01:00,185.89,406.97,80.78,61.1,90.02,None,26.08,2.66,19.04,0.01,None,0.3,1.25,104.19,8.22,891.3,22.12,0.32
17684,24-03-2021 02:00,174.42,351.64,85.23,52.45,89.15,None,26.18,2.53,19.05,0.02,None,0.4,0.63,95.01,None,None,22.25,0
17685,24-03-2021 03:00,192.5,401.22,53.65,35.21,57.11,2.08,26.12,2.39,18.93,0.03,0.03,0.51,2.47,87.12,1.28,890.74,21.32,0
17686,24-03-2021 04:00,196.22,361.75,38.17,29.18,42.78,0.87,26.06,2.25,18.79,0.03,None,0.53,0.73,95.53,None,None,21.76,0
17687,24-03-2021 05:00,178,307.97,53.34,22,50.53,None,25.69,2.12,18.91,0.01,None,0.14,0.74,106.35,5.55,None,21.44,0
17688,24-03-2021 06:00,183.91,346.03,60.07,31.08,59.91,None,26.17,2.04,18.83,0.01,None,0.45,0.63,89.56,56.54,None,22.23,0
17689,24-03-2021 07:00,214.67,381.72,46.49,28.94,48.8,None,26.11,2.05,18.6,0.01,None,0.44,0.32,134.95,159.79,None,24.9,0
17690,24-03-2021 08:00,246.43,436.2,35.17,26.32,39.1,0.05,25.92,2.07,18.67,0.01,None,0.43,0.43,249.17,299.74,None,27.99,0
17691,24-03-2021 09:00,224.97,390.78,18.58,30.48,28.67,0.12,25.64,2.07,18.8,0.03,None,0.4,0.61,234.26,423.02,None,30.06,0
17692,24-03-2021 10:00,205.93,336.14,7.89,26.8,18.95,None,25.02,2.02,18.99,0.04,0.02,0.39,1.17,237.1,517.32,None,31.2,0
17693,24-03-2021 11:00,171.78,293.22,0.68,18.84,9.06,None,24.52,1.83,22.27,0.04,0.02,0.3,1.11,237.5,580.29,None,32.45,0
17694,24-03-2021 12:00,140.25,248.14,0.04,14.23,6.54,None,24.55,1.61,25.21,0.03,0.02,0.22,1.53,224.74,541.88,None,33.15,0
17695,24-03-2021 13:00,124.06,257.56,0.04,13.28,6.11,None,24.66,1.4,25.66,0.01,None,0.04,2.14,236.19,488.36,999.55,33.38,0
17696,24-03-2021 14:00,104.22,230.44,0.01,10.84,4.94,None,24.59,1.18,25.24,0.02,None,0.14,2.17,257.71,360.01,970.76,32.66,0.32
17697,24-03-2021 15:00,81.08,211.89,0.04,11.19,5.08,None,24.55,1.04,24.35,0.01,None,0.11,1.53,302.66,216.67,997.72,33.36,0
17698,24-03-2021 16:00,79.44,196.44,0.03,11.7,5.39,None,24.68,0.97,23.53,0.01,None,0.09,1.71,306.36,70.82,997.37,32.19,0
17699,24-03-2021 17:00,76.22,207.33,None,24.26,11.03,None,24.65,0.93,21.68,0.01,None,0.1,0.75,270.94,9.53,997.61,30.71,0
17700,24-03-2021 18:00,109.11,287.89,28.33,87.35,63.57,None,24.7,1.17,19.53,0.01,0.02,0.11,0.37,181.98,None,998.3,29.05,0
17701,24-03-2021 19:00,200.13,500,67.42,94.96,96.65,None,24.55,1.58,19.38,0.02,0.02,0.16,1.05,138.3,14.8,949.24,26.25,0.57
17702,24-03-2021 20:00,236.89,533.78,73.94,92.48,100.28,None,24.93,2,19.97,0.03,0.01,0.21,0.6,90.03,1.28,944.27,25.85,0
17703,24-03-2021 21:00,218.89,507.93,101.5,89.1,119.17,None,25.3,2.37,19.44,0.01,0.01,0.07,0.99,79.07,None,None,25.76,0
17704,24-03-2021 22:00,194.22,435.6,113.44,86.66,126.83,None,25.89,2.61,19.23,0.03,None,0.25,0.57,130.71,None,999.85,25.1,0
17705,24-03-2021 23:00,195,425.63,91.46,84.13,109.27,None,26.16,2.79,19.29,0.01,None,0.28,0.82,84.93,None,999.69,24.66,0
17706,25-03-2021 00:00,189.68,429,101.92,70.31,110.35,None,26.49,2.9,19.19,0.01,None,0.29,0.57,92.77,None,999.3,24.14,0
17707,25-03-2021 01:00,215.97,464.36,69.31,70.36,86.06,None,26.96,2.86,19.18,0.01,None,0.31,0.64,102.18,None,999.08,24.41,0
17708,25-03-2021 02:00,180.11,365.78,52.51,76.17,76.24,0.22,26.85,2.73,19.08,0.03,None,0.33,0.73,131.11,None,998.75,24.62,0
17709,25-03-2021 03:00,137.75,287.28,50.38,50.15,62.01,0.38,26.88,2.45,19.11,0.03,None,0.36,1,192.46,None,998.87,24.91,0
17710,25-03-2021 04:00,113.84,238.44,15.76,25.73,24.13,2.56,26.47,2.11,19.07,0.03,0.02,0.35,0.84,158.35,None,999.39,25.52,0
17711,25-03-2021 05:00,70.75,164,37.01,23.26,39.02,0.57,26.18,1.8,19.16,0.01,None,0.16,1.11,222.39,14.14,999.84,25.77,0
17712,25-03-2021 06:00,67.33,178.89,22.02,38.03,34.93,None,25.73,1.52,18.94,0.01,None,0.2,0.69,202.69,101.43,None,26.58,0
17713,25-03-2021 07:00,61,171.97,15.87,18.62,20.9,None,25.56,1.28,18.59,0.02,None,0.22,2.12,256.01,274.72,None,27.25,0
17714,25-03-2021 08:00,57.92,183.5,2.54,18.73,10.98,None,25.23,0.98,20.27,0.02,0.01,0.18,3.24,271.09,472.69,None,28.12,0
17715,25-03-2021 09:00,48.45,217.19,0.04,12.12,5.56,None,24.82,0.75,22.28,0.02,None,0.12,2.75,264.54,638.04,None,29.45,0
17716,25-03-2021 10:00,49.11,184.78,0.01,10.11,4.38,None,24.68,0.65,24.38,0.01,None,0.1,3.63,262.08,740.38,None,31.65,0
17717,25-03-2021 11:00,42.67,241.38,0.01,8.57,3.52,None,24.54,0.5,25.82,0.01,None,0.08,4.59,261.76,758.54,971.07,32.2,0.32
